timestamp,test-class,test-method,time,description,result
2021-09-09 14:24:04.54,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5693,"[11] recordIndex=0, title=Test18, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=null, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:24:10.841,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5980,"[12] recordIndex=0, title=Test19, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=-10.50, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:24:16.996,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5829,"[13] recordIndex=0, title=Test20, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=35.7500, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:24:22.998,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5736,"[14] recordIndex=0, title=Test21, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=40.25, info=mi pagina web, newFinished=true, newStatus=true",OK
2021-09-09 14:24:29.075,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5798,"[15] recordIndex=0, title=Test22 sex, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=42.30, info=null, newFinished=false, newStatus=true",OK
2021-09-09 14:24:35.1,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5745,"[16] recordIndex=0, title=Test23, description=Another test viagra, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=42.30, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:24:57.935,acme.testing.manager.task.ManagerTaskUpdateTests,updateNegative,11926,"[1] recordIndex=0, title=Test 1, description=Another test, info=http://www.example.org, startExecution=2022/07/07 22:33, endExecution=2023/02/11 07:46, workload=98.59, status=true, finished=true, newTitle=Customize your webpage sex, newDescription=null, newInfo=http://www.exampleOne.org, newStartExecution=mañana, newEndExecution=null, newWorkload=99.595, newStatus=true, newFinished=true",OK
2021-09-09 14:25:09.873,acme.testing.manager.task.ManagerTaskUpdateTests,updateNegative,11660,"[2] recordIndex=1, title=Test 2, description=Another test, info=http://www.example.org, startExecution=2022/08/05 22:33, endExecution=2023/02/15 09:46, workload=85.59, status=true, finished=true, newTitle=null, newDescription=Another test sex, newInfo=info de prueba, newStartExecution=null, newEndExecution=2021/01/13 09:46, newWorkload=-10.58, newStatus=false, newFinished=true",OK
2021-09-09 14:25:13.935,acme.testing.manager.task.ManagerTaskUpdateTests,updateNegativeTwo,3809,"[1] id=34",OK
2021-09-09 14:25:18.109,acme.testing.manager.task.ManagerTaskUpdateTests,updateNegativeTwo,3938,"[2] id=35",OK
2021-09-09 14:25:30.332,acme.testing.manager.task.ManagerTaskUpdateTests,updatePositive,11924,"[1] recordIndex=0, title=Test 1, description=Another test, info=http://www.example.org, startExecution=2022/07/07 22:33, endExecution=2023/02/11 07:46, workload=98.59, newStatus=true, newFinished=false, newTitle=Test 1 edited, newDescription=Another test edited, newInfo=http://www.exampleOne.org",OK
2021-09-09 14:25:43.038,acme.testing.manager.task.ManagerTaskUpdateTests,updatePositive,12395,"[2] recordIndex=1, title=Test 2, description=Another test, info=http://www.example.org, startExecution=2022/08/05 22:33, endExecution=2023/02/15 09:46, workload=85.59, newStatus=false, newFinished=true, newTitle=Test 2 edited, newDescription=Another test edited, newInfo=null",OK
2021-09-09 14:25:58.115,acme.testing.administrator.dashboardTasks.AdministratorDashboardShowServiceTests,showDashboardPositive,4925,"[1] dummy=0",OK
2021-09-09 14:26:03.181,acme.testing.administrator.dashboardTasks.AdministratorDashboardShowServiceTests,showDashboardPositiveTwo,4772,"[1] totalPublic=2, totalPrivate=5, totalFinished=0, totalNonFinished=7, averageExecutionPeriod=130.88, deviationExecutionPeriod=94.17, minimunExecutionPeriod=2.38, maximunExecutionPeriod=222.97, averageWorkloads=70.00, deviationWorkload=33.17, minimunWorkload=13.59, maximunWorkload=98.59",OK
2021-09-09 14:26:03.775,acme.testing.administrator.dashboardTasks.AdministratorDashboardShowServiceTests,showDashboardNegative,284,"[1] credentialsUsername=anonymous, credentialsPassword=anonymous",OK
2021-09-09 14:26:08.109,acme.testing.administrator.dashboardTasks.AdministratorDashboardShowServiceTests,showDashboardNegative,4014,"[2] credentialsUsername=manager, credentialsPassword=manager",OK
2021-09-09 14:26:12.314,acme.testing.administrator.dashboardTasks.AdministratorDashboardShowServiceTests,showDashboardNegative,3908,"[3] credentialsUsername=authenticated1, credentialsPassword=authenticated1",OK
2021-09-09 14:26:32.885,acme.testing.anonymous.task.AnonymousTaskListTest,listTask,10635,"[1] recordIndex=0, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, info=http://www.example.org, workload=13.59",OK
2021-09-09 14:26:43.292,acme.testing.anonymous.task.AnonymousTaskListTest,listTask,10093,"[2] recordIndex=1, title=Testing, description=Try some cool stuff, startExecution=2022/02/17 22:33, endExecution=2022/03/20 07:46, info=http://www.example.org, workload=23.59",OK
2021-09-09 14:26:47.376,acme.testing.anonymous.task.AnonymousTaskListTest,listTaskByWorkLoad,3825,"[1] recordIndex=0, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, info=http://www.example.org, workload=13.59",OK
2021-09-09 14:26:51.42,acme.testing.anonymous.task.AnonymousTaskListTest,listTaskByWorkLoad,3766,"[2] recordIndex=1, title=Testing, description=Try some cool stuff, startExecution=2022/02/17 22:33, endExecution=2022/03/20 07:46, info=http://www.example.org, workload=23.59",OK
2021-09-09 14:26:51.927,acme.testing.anonymous.task.AnonymousTaskListTest,listTaskNegative,234,"[1] ",OK
2021-09-09 14:26:52.407,acme.testing.anonymous.task.AnonymousTaskListTest,listTaskNegative,208,"[2] ",OK
2021-09-09 14:27:14.015,acme.testing.anonymous.task.AnonymousTaskListByExPeriodTest,listTaskByExPeriod,11404,"[1] recordIndex=0, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, info=http://www.example.org, workload=13.59",OK
2021-09-09 14:27:25.427,acme.testing.anonymous.task.AnonymousTaskListByExPeriodTest,listTaskByExPeriod,11098,"[2] recordIndex=1, title=Testing, description=Try some cool stuff, startExecution=2022/02/17 22:33, endExecution=2022/03/20 07:46, info=http://www.example.org, workload=23.59",OK
2021-09-09 14:27:25.927,acme.testing.anonymous.task.AnonymousTaskListByExPeriodTest,listTaskNegative,233,"[1] ",OK
2021-09-09 14:27:26.454,acme.testing.anonymous.task.AnonymousTaskListByExPeriodTest,listTaskNegative,250,"[2] ",OK
2021-09-09 14:27:46.644,acme.testing.anonymous.task.AnonymousTaskShowTest,showTask,10191,"[1] recordIndex=0, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, info=http://www.example.org, workload=13.59",OK
2021-09-09 14:27:47.25,acme.testing.anonymous.task.AnonymousTaskShowTest,showTaskNegative,282,"[1] id=12",OK
2021-09-09 14:28:04.732,acme.testing.SignUpTest,positiveSignUp,7237,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com",OK
2021-09-09 14:28:12.055,acme.testing.SignUpTest,positiveSignUp,7055,"[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com",OK
2021-09-09 14:28:19.209,acme.testing.SignUpTest,positiveSignUp,6862,"[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es",OK
2021-09-09 14:28:26.153,acme.testing.SignUpTest,positiveSignUp,6677,"[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com",OK
2021-09-09 14:28:33.232,acme.testing.SignUpTest,positiveSignUp,6769,"[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw",OK
2021-09-09 14:28:40.265,acme.testing.SignUpTest,positiveSignUp,6768,"[6] username=luisa, password=luisa, name=Luisa, surname=Martínez López, email=luisa@luisa.name",OK
2021-09-09 14:28:47.366,acme.testing.SignUpTest,positiveSignUp,6805,"[7] username=lukas, password=lukas, name=Lukas, surname=Smith, email=lukas@mail.com",OK
2021-09-09 14:28:54.44,acme.testing.SignUpTest,positiveSignUp,6804,"[8] username=mary-dt, password=mary-dt, name=Mary, surname=Design-Testing, email=mary@email.com",OK
2021-09-09 14:29:01.447,acme.testing.SignUpTest,positiveSignUp,6739,"[9] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=jorge@yahoo.com",OK
2021-09-09 14:29:08.751,acme.testing.SignUpTest,positiveSignUp,7068,"[10] username=sonia, password=sonia, name=Snojia Guðrún, surname=Þor-Anaïs, email=sonja@liberty.de",OK
2021-09-09 14:29:15.784,acme.testing.SignUpTest,positiveSignUp,6748,"[11] username=parker, password=parker, name=Parker Sigurður, surname=Mañón-Perigüeñez, email=parker@outlook.com",OK
2021-09-09 14:29:22.862,acme.testing.SignUpTest,positiveSignUp,6781,"[12] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com",OK
